facility_name,facility_code,state_abbr,county_fips,county_name,unusual_flag,unusual_type,notes
PALM BEACH COUNTY JAIL,PALMBFL,FL,,,,,
PALMDALE REGIONAL MEDICAL CENTER,PLRMCCA,CA,,,TRUE,hospital,
PALMER CORRECTIONAL CENTE,AKPALMC,AK,,,,,
PALMETTO HOSPITAL,PMHOSFL,FL,,,TRUE,hospital,
PALMS BEHAVIORAL HEALTH,PLMBHTX,TX,,,TRUE,hospital,
PALMS WEST HOSPITAL,PWHOSFL,FL,,,TRUE,hospital,
PALMVIEW POLICE DEPT.,PLMVWTX,TX,,,,,
PARADISE VALLEY HOSPITAL,PVLYHCA,CA,,,TRUE,hospital,
PARK COUNTY JAIL,PARKJCO,CO,,,,,
PARKLAND HOSPITAL,PKLDHTX,TX,,,TRUE,hospital,
PASADENA CITY JAIL,PASADCA,CA,,,,,
PAVIA HOSPITAL - HATO REY,PAVHRPR,PR,,,TRUE,hospital,
PDN HOLD ROOM,PDNHOLD,,,,TRUE,hold_room,
PEAR TREE INN SNA AIRPORT,PTISATX,TX,,,TRUE,hotel_motel,
PECOS CRIMINAL JUSTICE CENTER,PECOSTX,TX,,,,,
PECOS HOLD ROOM,PCSHOLD,TX,,,TRUE,hold_room,
PENDER COUNTY JAIL,PENDRNC,NC,,,,,
PENN HIGHLANDS CLEARFIELD,MVPNHPA,PA,,,,,
PENNINGTON COUNTY JAIL SD,PENNISD,SD,,,,,
PENOBSCOT COUNTY JAIL,PENOBME,ME,,,,,
PEORIA COUNTY JUV DET CENTER,PCJDCIL,IL,,,,,
PERRYVILLE STATE PRISON,AZSPPER,AZ,,,,,
PETERSBURG FED.CORR.INST.,BOPPET,VA,,,,,
PHELPS COUNTY JAIL,PHELPNE,NE,,,,,
PHI DISTRICT OFFICE,PHIHOLD,PA,,,TRUE,hold_room,
PHOENIX DIST OFFICE,PHOHOLD,AZ,,,TRUE,hold_room,
PHOENIX FED.CORR.INST.,BOPPHX,AZ,,,,,
PICKAWAY COUNTY JAIL,PICKJOH,OH,,,,,
PICKENS COUNTY DET CTR,PCKNSAL,AL,,,,,
PIERCE COUNTY JAIL,PIERCND,ND,,,,,
PIKE COUNTY ERO HOLD ROOM,PKEHOLD,PA,,,TRUE,hold_room,
PIKE COUNTY JAIL,PIKCOPA,PA,,,,,
PIKE COUNTY JAIL,PKCNTPA,PA,,,,,
PIMA COUNTY JAIL,PIMAJAZ,AZ,,,,,
PINAL COUNTY JAIL,PINALAZ,AZ,,,,,
PINCKNEYVILLE CORRECTIONAL CENTER,ILPICKN,IL,,,,,
PINE PRAIRIE ICE PROCESSING CENTER,PINEPLA,LA,,,,,
PINELLAS COUNTY JAIL,PINELFL,FL,,,,,
PISCATAGUIS COUNTY JAIL,PISCAME,ME,,,,,
PITTSBURGH HOLDROOM,PITHOLD,PA,,,TRUE,hold_room,
PLATTE COUNTY JAIL,PLATTMO,MO,,,,,
PLATTE COUNTY JAIL,PLATTWY,WY,,,,,
PLYMOUTH CO COR FACILTY,PLYMOMA,MA,,,,,
POLK COUNTY JAIL,POLKJIA,IA,,,,,
POLLOCK USP,BOPPOL,LA,,,,,
POMONA CITY JAIL,POMONCA,CA,,,,,
PORT ISABEL POLICE DEPT.,PTISBTX,TX,,,,,
PORT ISABEL SPC,PIC,TX,,,,,
PORTLAND DISTRICT OFFICE,POOHOLD,OR,,,TRUE,hold_room,
"PORTLAND, ME HOLDROOM",POMHOLD,OR,,,TRUE,hold_room,
POTTAWATTAMIE COUNTY JAIL,POTTAIA,IA,,,,,
PRAIRIELAND DETENTION CENTER,PRLDCTX,TX,,,,,
PRAIRIELAND SUBOFFICE HOLD ROOM,PRLHOLD,TX,,,TRUE,hold_room,
PRESBYTERIAN HOSP ABQ,PRSHANM,NM,,,TRUE,hospital,
PRESIDIO COUNTY JAIL,PRESITX,TX,,,,,
PRINCE WILLIAM,PWILLVA,VA,,,,,
PROHOLD,PROHOLD,,,,TRUE,hold_room,
PROVO HOLD ROOM,PRUHOLD,UT,,,TRUE,hold_room,
PUEBLO COUNTY JAIL,PUEBLCO,CO,,,,,
PUEBLO HOLDROOM,PUEHOLD,CO,,,TRUE,hold_room,
PULASKI COUNTY JAIL,PULASIL,IL,,,,,
PUTMAN COUNTY JAIL,PUTMAFL,FL,,,,,
QUALITY SUITES,QLTYSCA,CA,,,TRUE,hotel_motel,
QUEENS HOUSE OF DETENTION,QUEHONY,NY,,,,,
RADISSON HTL ELP AIRPORT,RDHEATX,TX,,,TRUE,airport,
RALEIGH HOLD ROOM,RDUHOLD,NC,,,TRUE,hold_room,
RAMADA BY WYNDHAM EL PASO,RAMEPTX,TX,,,TRUE,hotel_motel,
RAMADA BY WYNDHAM PHO,RMWYPAZ,AZ,,,TRUE,hotel_motel,
RAMADA HOTEL,HOTELMA,MA,,,TRUE,hotel_motel,
"RAMSEY ADC ANNEX, SPM",RAADCMN,MN,,,,,
RANDALL COUNTY JAIL,RNDLLTX,TX,,,,,
RAPID CITY HOLD ROOM,RPCHOLD,SD,,,TRUE,hold_room,
RAPP SEC CENTER,RAPPSVA,VA,,,,,
RAY BROOK FED.CORR.INST.,BOPRBK,NY,,,,,
RED RIVER HOSPITAL,RDRVHTX,TX,,,TRUE,hospital,
RED ROOF INN,RRFINWA,WA,,,TRUE,hotel_motel,
REDDING HOLD ROOM,REDHOLD,CA,,,TRUE,hold_room,
REEVES CO. JUV. DET. CTR.,REJUVTX,TX,,,,,
REEVES COUNTY DET. CENTER,REDETTX,TX,,,,,
RENO HOLD ROOM,RENHOLD,NV,,,TRUE,hold_room,
RENSSELAER CO SHERIFF,RENSSNY,NY,,,,,
RESIDENCE INN DALLAS AP,RESIDTX,TX,,,TRUE,hotel_motel,
RHODE ISLAND DEPT OF CORRECTIONS,RICRANS,RI,,,,,
RICE COUNTY DET CENTER,RICECKS,KS,,,,,
RICHLAND HOLD ROOM,RICHOLD,WA,,,TRUE,hold_room,
RICHMOND CITY JAIL,RICHMVA,VA,,,,,
RICHMOND SUB-OFFICE HOLD,RCMHOLD,VA,,,TRUE,hold_room,
RICHWOOD COR CENTER,RWCCMLA,LA,,,,,
RIO COSUMNES CORRECTIONS-RCCC,RIOCCCA,CA,,,,,
RIO GRANDE COUNTY JAIL,RIOGRCO,CO,,,,,
RIO GRANDE DETENTION CENTER,RGRNDTX,TX,,,,,
RIO GRANDE ST.HOSPITAL,RGHOSTX,TX,,,TRUE,hospital,
RIO GRANDE VALLEY STAGING,RGS,TX,,,TRUE,staging_processing,
RIO VISTA BEHV HLTH HSP,RVBHHTX,TX,,,,,
RIVER CORRECTIONAL CENTER,RVRCCLA,LA,,,,,
RIVEREDGE HOSPITAL,REHOSIL,IL,,,TRUE,hospital,
RIVERSIDE COUNTY SHERIFF,RIVERCA,CA,,,,,
RIVERSIDE REG JAIL,RSREGVA,VA,,,,,
RJ DONOVAN CORREC FAC,CACFDON,CA,,,,,
ROANOKE CITY JAIL,RONKEVA,VA,,,,,
ROANOKE COUNTY JAIL,ROANOVA,VA,,,,,
ROANOKE SUB-OFFICE HOLD ROOM,RMKHOLD,VA,,,TRUE,hold_room,
ROBERT A DEYTON DETENTION FAC,RADDFGA,GA,,,,,
"ROBERTS CO. JAIL, SD",ROBERSD,SD,,,,,
ROCK ISLAND CORRECTIONAL CENTER,RCKISIL,IL,,,,,
ROCK ISLAND COUNTY JAIL,ROCKIIL,IL,,,,,
ROCK ISLAND HOLD ROOM,RIIHOLD,IL,,,TRUE,hold_room,
ROCK RIVER HEALTH CARE,RRIVRIL,IL,,,TRUE,hospital,
ROCKINGHAM CO. JAIL,ROCKIVA,VA,,,,,
ROCKINGHAM COUNTY JAIL,ROCKINH,NH,,,,,
ROLLING PLAINS DETENTION CENTER,HASKLTX,TX,,,,,
ROSWELL HOLD ROOM,RSWHOLD,NM,,,TRUE,hold_room,
S.D. COUNTY PROBATION,SDPROCA,CA,,,,,
SACRAMENTO COUNTY JAIL,SACRACA,CA,,,,,
SACRAMENTO HOLD,SACHOLD,CA,,,TRUE,hold_room,
SAINT ALBANS HOLD ROOM,STAHOLD,VT,,,TRUE,hold_room,
SAIPAIN HOLD,SAIHOLD,MP,,,TRUE,hold_room,
SAIPAN DEPARTMENT OF CORRECTIONS,MPSIPAN,MP,,,,,
SALEM COUNTY CORRECTIONAL FACILITY,SALEMNJ,NJ,,,,,
SALINE COUNTY JAIL,SALINNE,NE,,,,,
SALISBURY HOLD ROOM,SALHOLD,MD,,,TRUE,hold_room,
SALT LAKE CITY HOLD ROOM,SLCHOLD,UT,,,TRUE,hold_room,
SALT LAKE COUNTY JAIL,SLSLCUT,UT,,,,,
SAMARITAN BEHAVIORAL CENTER,SAMBCMI,MI,,,TRUE,mental_health,
SAN ANGELO HOLDROOM,SAGHOLD,TX,,,TRUE,hold_room,
SAN ANTONIO DRO HOLD ROOM,SNAHOLD,TX,,,TRUE,hold_room,
SAN BENITO POLICE DEPT.,SBNTOTX,TX,,,,,
SAN BERNARDINO CO. JAIL,SBERNCA,CA,,,,,
SAN BERNARDINO HOLD ROOM,SBDHOLD,CA,,,TRUE,hold_room,
SAN DIEGO AREA HOSPITAL,SDHOSCA,CA,,,TRUE,hospital,
SAN DIEGO COUNTY JAIL,SNDCOCA,CA,,,,,
SAN DIEGO COUNTY JUV.HALL,JHALLCA,CA,,,,,
SAN DIEGO MCC,BOPSDC,DC,,,,,
SAN JUAN AIRPORT HOLD ROOM,SJUHOLD,PR,,,TRUE,hold_room,
SAN JUAN COUNTY DETENTION CENTER,SJUANNM,NM,,,,,
SAN JUAN POLICE DEPT.,SJUANTX,TX,,,,,
SAN JUAN STAGING,SJS,PR,,,TRUE,staging_processing,
SAN JUAN SUB-OFFICE HOLD ROOM,SAJHOLD,PR,,,TRUE,hold_room,
SAN LUIS OBISPO CO JAIL,SLOBICA,CA,,,,,
SAN LUIS OBISPO CO. JUVEN,SLJUVCA,CA,,,,,
SAN LUIS REGIONAL DET CENTER,SLRDCAZ,AZ,,,,,
SAN MIGUEL COUNTY DET CTR,SANMINM,NM,,,,,
SAN PEDRO PENINSULA HOSPITAL,SPHOSCA,CA,,,TRUE,hospital,
SANDOVAL COUNTY DET CTR,SANDONM,NM,,,,,
SANGAMON COUNTY JAIL,SANJAIL,IL,,,,,
SANTA ANA CITY JAIL,SACITCA,CA,,,,,
SANTA ANA DRO HOLDROOM,SAAHOLD,CA,,,TRUE,hold_room,
SANTA BARBARA COUNTY JAIL,SBARBCA,CA,,,,,
SANTA CLARA CO MAIN JAIL,SCNORCA,CA,,,,,
SANTA CRUZ CO JAIL AZ,SCRUZAZ,AZ,,,,,
SANTA FE CORNELL DET. FAC.,SFCORNM,NM,,,,,
SANTA FE COUNTY JAIL,SANTANM,NM,,,,,
SARASOTA COUNTY JAIL,SARASFL,FL,,,,,
SARPY COUNTY JUVENILE,SARJUNE,NE,,,TRUE,juvenile_family,
SAULT SAINTE MARIE HOLDROOM,SSMHOLD,MI,,,TRUE,hold_room,
SCC/JAMESTOWN,CACCJAM,CA,,,,,
SCOTT COUNTY DET.FACILITY,SCOTTIA,IA,,,,,
SCOTT COUNTY JAIL,SCOTTMO,MO,,,,,
SCOTTS BLUFF CO JAIL,SCOTTNE,NE,,,,,
SEATAC FED.DET.CENTER,BOPSET,WA,,,,,
SEATTLE FIELD OFFICE HOLD ROOM,SEAHOLD,WA,,,TRUE,hold_room,
SEBASTIAN COUNTY DET CNT,SEBASAR,AR,,,,,
SENECA COUNTY JAIL,SENECNY,NY,,,,,
SENECA COUNTY JAIL,SENECOH,OH,,,,,
SFR HOLD ROOM,SFRHOLD,CA,,,TRUE,hold_room,
SHANNON MEDICAL CENTER,SHNMCTX,TX,,,TRUE,hospital,
SHARP CHULA VISTA MEDICAL CENTER,SCVMCCA,CA,,,TRUE,hospital,
SHAWNEE COUNTY DEPT OF CORR.,SHACOKS,KS,,,,,
SHAWNEE COUNTY JUV.DET.CTR,SHAJUKS,KS,,,,,
SHENANDOAH CO JAIL,SHECOVA,VA,,,,,
SHERBURNE COUNTY JAIL,SHERBMN,MN,,,,,
SHERIDAN COUNTY JAIL,SHERIMT,MT,,,,,
SHERIDAN FED.CORR.INST.,BOPSHE,OR,,,,,
SHREVEPORT HOLD ROOM,VVSHOLD,LA,,,TRUE,hold_room,
SILVERDALE/HAMILTON COUNTY,SILERTN,TN,,,,,
SIOUX CITY HOLD ROOM,SXCHOLD,IA,,,TRUE,hold_room,
SIOUX FALLS HOLD ROOM,SFDHOLD,SD,,,TRUE,hold_room,
"SITKA CITY JAIL, SITKA AK",SITKAAK,AK,,,,,
SLEEP INN PHOENIX,SLINPAZ,AZ,,,TRUE,hotel_motel,
SLEEP INN SUITES AIRPORT,SISAONE,NE,,,TRUE,hotel_motel,
SNAKE RIVER JUVENILE,SRJDFID,ID,,,TRUE,juvenile_family,
SND DISTRICT STAGING,SNDHOLD,CA,,,TRUE,hold_room,
SNJ HOLD ROOM,SNJHOLD,CA,,,TRUE,hold_room,
SOMERSET COUNTY JAIL,SOMERME,ME,,,,,
SOMERVELL COUNTY SHERIFF'S DEPT.,SMRVLTX,TX,,,,,
SONOMA CO MAIN ADULT DET,SONMACA,CA,,,,,
SOUTH BAY DETENT FACILITY,SOBAYCA,CA,,,,,
SOUTH CENTRAL REGIONAL JAIL,WVSCENT,WV,,,,,
SOUTH LOUISIANA ICE PROC CTR,BASILLA,LA,,,,,
SOUTH PADRE ISLAND POLICE DEPT.,SPIPDTX,TX,,,,,
SOUTH TEXAS FAM RESIDENTIAL CENTER,STFRCTX,TX,,,,,
SOUTH TEXAS ICE PROCESSING CENTER,STCDFTX,TX,,,,,
SOUTH TEXAS/PEARSALL HOLD ROOM,STDHOLD,TX,,,TRUE,hold_room,
SPOKANE HOLD ROOM,SPOHOLD,WA,,,TRUE,hold_room,
SPRINGFIELD CITY JAIL,SPRNGOR,OR,,,,,
SPRINGFIELD DRO HOLD,SPGHOLD,MO,,,TRUE,hold_room,
SPRINGFIELD FED.MED.CNTR,BOPSPG,MO,,,,,
ST LAWRENCE COUNTY JAIL,STLAWNY,NY,,,,,
ST LUKE'S BAPTIST HOSPITAL,SLBHSTX,TX,,,TRUE,hospital,
ST MARY MEDICAL CENTER,STMARCA,CA,,,TRUE,hospital,
ST MARY'S HOSPITAL,STMARAZ,AZ,,,TRUE,hospital,
ST T CRIMINAL JUST COMPLX,STTCJVI,VI,,,,,
ST TAMMANY PARISH JAIL,STTAMLA,LA,,,,,
ST. CLAIR COUNTY JAIL,STCLAMI,MI,,,,,
"ST. GEORGE, UT HOLDROOM",SGUHOLD,UT,,,TRUE,hold_room,
ST. JOHN'S COUNTY JAIL,STJONFL,FL,,,,,
ST. JOSEPH'S HOSPITAL,STJOSCA,CA,,,TRUE,hospital,
ST. JOSEPH'S HOSPITAL & MED. CEN.,STJOSAZ,AZ,,,TRUE,hospital,
ST. LOUIS HOLDROOM,STLHOLD,MO,,,TRUE,hold_room,
STAYBRIDGE STE PHO  B A,SSPBAAZ,AZ,,,TRUE,hotel_motel,
STES ON SCOTTSDALE CASA DE ALEGRIA,ALESSAZ,AZ,,,TRUE,hotel_motel,
STEUBEN COUNTY JAIL,STEUBNY,NY,,,,,
STEVENS COUNTY JAIL,STEVEWA,WA,,,,,
STEWART DETENTION CENTER,STWRTGA,GA,,,,,
STOCKTON STAGING FACILITY,STK,CA,,,TRUE,staging_processing,
STORY COUNTY JAIL,STORYIA,IA,,,,,
STRAFFORD CO DEPT OF CORR,STRAFNH,NH,,,,,
STUART HOLD ROOM,STUHOLD,FL,,,TRUE,hold_room,
"STUTSMAN CO. JAIL, ND",STUTSND,ND,,,,,
SUFFOLK CO.CORREC FAC,SUFFONY,NY,,,,,
SUFFOLK HOC SBAY,SUFFOMA,MA,,,,,
SUMMIT COUNTY JAIL,SUMMIUT,UT,,,,,
SUNNYSIDE JAIL,SUNNYWA,WA,,,,,
SUPER 8 BY WYNDHAM,SUPHDTX,TX,,,TRUE,hotel_motel,
SUPER 8 WYNDHAM WESLACO,SP8WWTX,TX,,,TRUE,hotel_motel,
SURESTAY HOTEL BEST WEST,SSHBWTX,TX,,,TRUE,hotel_motel,
"SUSSEX CO PRIS,GEOTWN,DE",SUSSEDE,DE,,,,,
SUSSEX COUNTY JAIL,SUSSENJ,NJ,,,,,
SUWANNEE COUNTY JAIL,SUWANFL,FL,,,,,
SWEETWATER COUNTY JAIL,SWEETWY,WY,,,,,
T DON HUTTO DETENTION CENTER,CCAHUTX,TX,,,,,
TALLAHASSEE HOLD ROOM,TALHOLD,FL,,,TRUE,hold_room,
TALLAHATCHIE CO CORR FACILITY,TALLAMS,MS,,,,,
TAMPA HOLD ROOM,TAMHOLD,FL,,,TRUE,hold_room,
TAUNTON STATE HOSPITAL,MATSHOS,MA,,,TRUE,hospital,
TAYLOR COUNTY ADULT DET.,TAYLOTX,TX,,,,,
TELLER COUNTY JAIL,TELLECO,CO,,,,,
TEMPLE MEDICAL,TEMPLCA,CA,,,TRUE,hospital,
TENSAS PARISH DET. CNTR.,TENSALA,LA,,,,,
TERRE HAUTE USP,BOPTHA,IN,,,,,
TETON COUNTY DETENTION CENTER,TETONWY,WY,,,,,
TEWKSBURY STATE HOSPITAL,MATEWKS,KS,,,TRUE,hospital,
TEX HEALTH HUGULEY HOSP,THHHBTX,TX,,,TRUE,hospital,
TEXARKANA HOLDROOM,TXAHOLD,AR,,,TRUE,hold_room,
TEXAS VISTA MEDICAL CENTER,TVMSATX,TX,,,TRUE,hospital,
THEO LACY FACILITY,TLACYCA,CA,,,,,
THOP SIERRA CAMPUS ELP,THPSCTX,TX,,,,,
THREE RIVERS FCI,BOPTRV,TX,,,,,
TIOGA COUNTY JAIL,TIOGANY,NY,,,,,
TITUS COUNTY JAIL,TITUSTX,TX,,,,,
TOM GREEN CTY JAIL,TGREETX,TX,,,,,
TOOELE COUNTY JAIL,TOOELUT,UT,,,,,
TOOLE COUNTY JAIL,TOOLEMT,MT,,,,,
TORNILLO ADULT HOLD ROOM,TORHOLD,TX,,,TRUE,hold_room,
TORNILLO-GUADALUPE POE,TNGLPOE,TX,,,,,
"TORRANCE/ESTANCIA, NM",TOORANM,NM,,,,,
TRAVELER'S INN - PHOENIX,TRVLIAZ,AZ,,,TRUE,hotel_motel,
TRAVIS COUNTY JAIL,TRAVITX,TX,,,,,
TRI-COUNTY JAIL,TRICOIL,IL,,,,,
TRINITAS REGIONAL MED CTR,TRRMCNJ,NJ,,,TRUE,hospital,
TRINITY YOUTH SERVICES LTFC,TRYOSCA,CA,,,,,
TRUSTED ADULT KARNES FSC,TAKARTX,TX,,,,,
TRUSTED ADULT SOUTH TEX DILLEY FSC,TASTDTX,TX,,,,,
TUCSON FED.CORR.INST.,BOPTCN,AZ,,,,,
TUCSON INS HOLD ROOM,TUCHOLD,AZ,,,TRUE,hold_room,
TULSA COUNTY JAIL,TULCOOK,OK,,,,,
TULSA HOLD ROOM,TULHOLD,OK,,,TRUE,hold_room,
TWIN FALLS COUNTY JAIL,TFALLID,ID,,,,,
TWIN FALLS HOLD ROOM,TFIHOLD,ID,,,TRUE,hold_room,
TX HEALTH METH HOSP HEB,THHEBTX,TX,,,TRUE,hospital,
"U.S. IMMIGRATION, DETROIT",DETHOLD,MI,,,TRUE,hold_room,
UCHEALTH UNV HOSP OF CO,UCHUHCO,CO,,,TRUE,hospital,
UINTAH COUNTY JAIL,UINTCUT,UT,,,,,
"ULSTER CF, NAPANOCH",NYULSTC,NY,,,,,
UMATILLA CO JAIL,UMATCOR,OR,,,,,
UNION COUNTY JAIL,UNIONSD,SD,,,,,
UNIV HOSP GEAUGA MED CTR,UHGMCOH,OH,,,TRUE,hospital,
UNIVERSITY HOSPITAL,UNIVHNJ,NJ,,,TRUE,hospital,
UNIVERSITY HOSPITAL,UVHSATX,TX,,,TRUE,hospital,
UNIVERSITY MED CENTER OF EL PASO,UMCEPTX,TX,,,TRUE,hospital,
UNIVERSITY OF MIAMI HOSPITAL,UMIAHFL,FL,,,TRUE,hospital,
UNV CALIFORNIA SAN DIEGO HOSPITAL,UCSDHCA,CA,,,TRUE,hospital,
UPMC ALTOONA,UPMCAPA,PA,,,,,
"US MARSHAL'S, VERMONT",USMVT,VT,,,,,
US MARSHALS  SDTX,USMS3TX,TX,,,,,
US MARSHALS SDTX BROWNSVILLE,USMS2TX,TX,,,,,
"US MARSHALS, S.DIST, MS",USMSDMS,MS,,,,,
"US MARSHALS, W.D. LA.",USMWDLA,LA,,,,,
US PENITENTIARY TUCSON,BOPTCP,AZ,,,,,
USP CANAAN,BOPCAA,PA,,,,,
UTAH COUNTY JAIL,UTAHCUT,UT,,,,,
UVALDE COUNTY JAIL,UVALDTX,TX,,,,,
VAL VERDE DETENTION CENTER,VALVETX,TX,,,,,
VALLEY BAPTIST HOSPITAL,VBHOSTX,TX,,,TRUE,hospital,
VALLEYWISE HEALTH MED CTR,VWHMCAZ,AZ,,,TRUE,hospital,
VARICK STREET SPC,VRK,NY,,,,,
VEGA ALTA DET. FACILITY,PRVEGAL,AL,,,,,
VENTURA COUNTY JAIL,VENTUCA,CA,,,,,
VENTURA CUSTODY CASE,VENHOLD,CA,,,TRUE,hold_room,
VICTOR VALLEY GLOBAL MED CENTER,VVGMCCA,CA,,,TRUE,hospital,
VICTORIA COUNTY JAIL,VICTOTX,TX,,,,,
VIRGINIA BEACH,VIRBEVA,VA,,,,,
VIRGINIA PENINSULA REG. JAIL,VPREGVA,VA,,,,,
VISTA DETENTION FACILITY,VISTACA,CA,,,,,
VT. DEPT. OF CORRECTIONS,VTDCORR,VT,,,,,
WACKENHUT CORRECTIONS CORP,WCCSDCA,CA,,,,,
WACO DRO HOLD ROOM,WCTHOLD,TX,,,TRUE,hold_room,
WAKE COUNTY SHERIFF DEPT.,WAKECNC,NC,,,,,
WAKULLA COUNTY JAIL,WAKULFL,FL,,,,,
WALSH COUNTY JAIL,WALSHND,ND,,,,,
WALTER REUTHER PSYCHIATRIC CENTER,MIWPRPH,MI,,,TRUE,mental_health,
WARD COUNTY JAIL,WARDCND,ND,,,,,
"WARD CTY JAIL, MONAHANS",WARCOTX,TX,,,,,
WASATCH COUNTY JAIL,WASATUT,UT,,,,,
WASHINGTON COUNTY JAIL,WAJAIMN,MN,,,,,
WASHINGTON COUNTY JAIL,WASCONY,NY,,,,,
WASHINGTON COUNTY JAIL,WASHCUT,UT,,,,,
WASHINGTON COUNTY JAIL,WASHIAR,AR,,,,,
WASHINGTON COUNTY JAIL,WASHICO,CO,,,,,
WASHINGTON FIELD OFFICE,WASHOLD,DC,,,TRUE,hold_room,
WASHOE COUNTY JAIL,WASHONV,NV,,,,,
"WASHTENAW CO, AN ARBOR,MI",WASHTMI,MI,,,,,
WAUKESHA COUNTY JAIL,WAUKEWI,WI,,,,,
WAYNE COUNTY JAIL,WAYNENY,NY,,,,,
WEBB COUNTY DETENTION CENTER (CCA),WEBDCTX,TX,,,,,
WEBER COUNTY JAIL,WEBERUT,UT,,,,,
WENATCHEE HOLD ROOM,WNTHOLD,WA,,,TRUE,hold_room,
WENTWORTH DOUGLAS HOSPITAL,WWDHDNH,NH,,,TRUE,hospital,
WEST KENDALL BAPTIST HOSP,WKBHMFL,FL,,,TRUE,hospital,
WEST MIAMI DADE BAPT HEALTH EMERG,WMDBHFL,FL,,,TRUE,hospital,
WEST OAKS HOSPITAL,WOAKSTX,TX,,,TRUE,hospital,
WEST TEXAS DETENTION FACILITY,WTXDFTX,TX,,,,,
WEST VALLEY,CAWVALL,CA,,,,,
WESTERN MEDICAL CENTER,WSTMCCA,CA,,,TRUE,hospital,
WESTERN TENNESSEE DET. FAC.,TNWESDF,TN,,,,,
WESTERN TIDEWATER REG. JAIL,WTREGVA,VA,,,,,
WESTERN VIRGINIA REGIONAL JAIL,WVIRGVA,VA,,,,,
WESTMINSTER CUSTODY,WESHOLD,CA,,,TRUE,hold_room,
WHITE MEMORIAL HOSPITAL,WMHOSCA,CA,,,TRUE,hospital,
WHITFIELD COUNTY JAIL,WHITFGA,GA,,,,,
WICHITA HOLDROOM,WICHOLD,KS,,,TRUE,hold_room,
WILDWOOD PRE-TRIAL FAC.,AKWILPT,AK,,,,,
WILDWOOD STATE CORR. CTR.,AKWILCC,AK,,,,,
WILLACY CO  REGIONAL DETN FACIL,WCRDFTX,TX,,,,,
WINGATE WYNDHAM CASA ESPERANZA,WINWYAZ,AZ,,,TRUE,hotel_motel,
WINKLER COUNTY JAIL,WINCOTX,TX,,,,,
WINN CORRECTIONAL CENTER,LAWINCI,LA,,,,,
WOODBURY COUNTY JAIL,WOODBIA,IA,,,,,
WORCESTER CO. JAIL,WORCEMD,MD,,,,,
WV REGIONAL JAIL & CORR.,WVREGWV,WV,,,,,
WYATT DETENTION CENTER,WYATTRI,RI,,,,,
WYOMING COUNTY JAIL,WYMCONY,NY,,,,,
YAKIMA COUNTY,YIKIMWA,WA,,,,,
YAKIMA SUB-OFFICE,YAKHOLD,WA,,,TRUE,hold_room,
YANKTON CO. JAIL SD,YANCOSD,SD,,,,,
YATES COUNTY JAIL,YATESNY,NY,,,,,
YAVAPAI COUNTY DETENTION CENTER,YAVCVAZ,AZ,,,,,
YAVAPAI COUNTY JAIL,YAVAPAZ,AZ,,,,,
YELLOWSTONE COUNTY JAIL,YELLOMT,MT,,,,,
YORK COUNTY DETENTION CENTER,YORCOSC,SC,,,,,
YORK COUNTY JAIL,YORKCME,ME,,,,,
"YORK COUNTY JAIL, PA",YORCOPA,PA,,,,,
YORK HOLD ROOM,YRKHOLD,PA,,,TRUE,hold_room,
YUBA COUNTY JAIL,YUBAJCA,CA,,,,,
YUMA HOLDROOM,YUMHOLD,AZ,,,TRUE,hold_room,
