county_fips,aor
26043,Detroit
26157,Detroit
26011,Detroit
26127,Detroit
26061,Detroit
27133,St Paul
46083,St Paul
46099,St Paul
46091,St Paul
01103,New Orleans
21161,Chicago
21141,Chicago
25005,Boston
21185,Chicago
26033,Detroit
01105,New Orleans
40143,Dallas
01013,New Orleans
26027,Detroit
32019,Salt Lake City
33013,Boston
46065,St Paul
46049,St Paul
46125,St Paul
46111,St Paul
72153,Miami
72009,Miami
09160,Boston
12081,Miami
35049,El Paso
46071,St Paul
46063,St Paul
72055,Miami
12115,Miami
12111,Miami
13073,Atlanta
13291,Atlanta
12099,Miami
49041,Salt Lake City
50015,Boston
51033,Washington
51065,Washington
12005,Miami
13087,Atlanta
21225,Chicago
39059,Detroit
39147,Detroit
37183,Atlanta
37081,Atlanta
51680,Washington
51183,Washington
51730,Washington
13281,Atlanta
13119,Atlanta
13149,Atlanta
39049,Detroit
39153,Detroit
37191,Atlanta
37151,Atlanta
37169,Atlanta
51690,Washington
51660,Washington
51620,Washington
54015,Philadelphia
01075,New Orleans
01019,New Orleans
39173,Detroit
39013,Detroit
37197,Atlanta
38003,St Paul
38101,St Paul
54097,Philadelphia
55055,Chicago
55141,Chicago
01077,New Orleans
01083,New Orleans
47061,New Orleans
47077,New Orleans
38061,St Paul
38049,St Paul
55133,Chicago
55119,Chicago
56031,Denver
56043,Denver
72113,Miami
01015,New Orleans
04019,Phoenix
47087,New Orleans
39089,Detroit
39165,Detroit
39119,Detroit
56019,Denver
72043,Miami
04017,Phoenix
05113,New Orleans
05031,New Orleans
39139,Detroit
39163,Detroit
39027,Detroit
39115,Detroit
72111,Miami
72147,Miami
05027,New Orleans
08007,Denver
08081,Denver
08009,Denver
39131,Detroit
40063,Dallas
40019,Dallas
40137,Dallas
72031,Miami
72125,Miami
08115,Denver
01021,New Orleans
21163,Chicago
40099,Dallas
40057,Dallas
40029,Dallas
72035,Miami
72071,Miami
72041,Miami
72007,Miami
41067,Seattle
41071,Seattle
72003,Miami
72143,Miami
72101,Miami
72109,Miami
29017,Chicago
29139,Chicago
29179,Chicago
30019,Salt Lake City
41069,Seattle
42019,Philadelphia
72151,Miami
72131,Miami
72017,Miami
72137,Miami
72005,Miami
31037,St Paul
31155,St Paul
42025,Philadelphia
42079,Philadelphia
72133,Miami
72025,Miami
72051,Miami
72093,Miami
31047,St Paul
31059,St Paul
31123,St Paul
31181,St Paul
42087,Philadelphia
42053,Philadelphia
72063,Miami
72001,Miami
38065,St Paul
08103,Denver
08075,Denver
31179,St Paul
31073,St Paul
31069,St Paul
45037,Atlanta
45039,Atlanta
72047,Miami
72045,Miami
72029,Miami
19019,St Paul
19073,St Paul
19077,St Paul
19029,St Paul
19047,St Paul
19117,St Paul
29067,Chicago
29151,Chicago
29121,Chicago
39099,Detroit
40001,Dallas
05125,New Orleans
05137,New Orleans
19091,St Paul
19099,St Paul
19009,St Paul
19003,St Paul
19093,St Paul
29061,Chicago
29049,Chicago
29063,Chicago
40041,Dallas
40115,Dallas
41025,Seattle
05051,New Orleans
05101,New Orleans
05109,New Orleans
08001,Denver
08047,Denver
20087,Chicago
20205,Chicago
20111,Chicago
20167,Chicago
20057,Chicago
29071,Chicago
29167,Chicago
29055,Chicago
41041,Seattle
41057,Seattle
08095,Denver
08121,Denver
12019,Miami
20197,Chicago
20061,Chicago
20105,Chicago
27011,St Paul
27017,St Paul
41027,Seattle
42117,Philadelphia
42123,Philadelphia
45073,Atlanta
12067,Miami
13057,Atlanta
20017,Chicago
20083,Chicago
21157,Chicago
21211,Chicago
28059,New Orleans
28057,New Orleans
46101,St Paul
47131,New Orleans
13129,Atlanta
13231,Atlanta
21073,Chicago
21199,Chicago
21215,Chicago
28093,New Orleans
29145,Chicago
47067,New Orleans
47103,New Orleans
13011,Atlanta
13167,Atlanta
21077,Chicago
21201,Chicago
29133,Chicago
29163,Chicago
13299,Atlanta
13085,Atlanta
13227,Atlanta
21087,Chicago
21045,Chicago
29081,Chicago
29217,Chicago
30041,Salt Lake City
49053,Salt Lake City
13125,Atlanta
13273,Atlanta
21039,Chicago
22089,New Orleans
31135,St Paul
31083,St Paul
31055,St Paul
49021,Salt Lake City
50005,Boston
50001,Boston
13173,Atlanta
13169,Atlanta
22049,New Orleans
23001,Boston
26067,Detroit
31065,St Paul
31051,St Paul
32007,Salt Lake City
51650,Washington
51169,Washington
13199,Atlanta
26025,Detroit
26015,Detroit
26075,Detroit
27147,St Paul
32013,Salt Lake City
33005,Boston
34005,Newark
35003,El Paso
51740,Washington
51735,Washington
13177,Atlanta
15007,San Francisco
27003,St Paul
27143,St Paul
27041,St Paul
35025,El Paso
35035,El Paso
53063,Seattle
54061,Philadelphia
16065,Salt Lake City
17109,Chicago
27059,St Paul
27093,St Paul
27083,St Paul
28081,New Orleans
28133,New Orleans
54029,Philadelphia
55093,Chicago
17021,Chicago
17135,Chicago
17191,Chicago
28015,New Orleans
28125,New Orleans
28069,New Orleans
37171,Atlanta
37045,Atlanta
55061,Chicago
55045,Chicago
55091,Chicago
18053,Chicago
18085,Chicago
18045,Chicago
18103,Chicago
28077,New Orleans
28129,New Orleans
29083,Chicago
29187,Chicago
38081,St Paul
38023,St Paul
38009,St Paul
56037,Denver
56015,Denver
05115,New Orleans
18131,Chicago
18095,Chicago
18055,Chicago
18073,Chicago
29089,Chicago
29077,Chicago
29223,Chicago
39001,Detroit
39081,Detroit
05149,New Orleans
05059,New Orleans
18121,Chicago
18117,Chicago
19031,St Paul
19049,St Paul
18105,Chicago
19001,St Paul
19037,St Paul
20179,Chicago
20051,Chicago
50017,Boston
50007,Boston
54059,Philadelphia
13071,Atlanta
13235,Atlanta
13243,Atlanta
17063,Chicago
17139,Chicago
18113,Chicago
18015,Chicago
20139,Chicago
20065,Chicago
20123,Chicago
20145,Chicago
20055,Chicago
20187,Chicago
50021,Boston
13091,Atlanta
13165,Atlanta
18011,Chicago
18149,Chicago
47179,New Orleans
20031,Chicago
20041,Chicago
20193,Chicago
20067,Chicago
20049,Chicago
51035,Washington
51810,Washington
31071,St Paul
31009,St Paul
31007,St Paul
31149,St Paul
32001,Salt Lake City
47017,New Orleans
47113,New Orleans
47071,New Orleans
20159,Chicago
20025,Chicago
20141,Chicago
21227,Chicago
51590,Washington
51115,Washington
32510,Salt Lake City
32029,Salt Lake City
35061,El Paso
47043,New Orleans
21149,Chicago
21001,Chicago
51800,Washington
51025,Washington
35057,El Paso
35047,El Paso
35005,El Paso
47007,New Orleans
47153,New Orleans
21137,Chicago
21021,Chicago
51043,Washington
53013,Seattle
35028,El Paso
54009,Philadelphia
54089,Philadelphia
21129,Chicago
21233,Chicago
54055,Philadelphia
54077,Philadelphia
37001,Atlanta
37063,Atlanta
54035,Philadelphia
55127,Chicago
21171,Chicago
21091,Chicago
54069,Philadelphia
05053,New Orleans
37035,Atlanta
37109,Atlanta
55089,Chicago
55009,Chicago
46135,St Paul
46053,St Paul
05083,New Orleans
05129,New Orleans
08089,Denver
38015,St Paul
55083,Chicago
55071,Chicago
46121,St Paul
46039,St Paul
46011,St Paul
08101,Denver
08003,Denver
08011,Denver
38057,St Paul
38091,St Paul
38083,St Paul
55065,Chicago
55125,Chicago
55109,Chicago
46081,St Paul
46031,St Paul
08014,Denver
12049,Miami
12077,Miami
13161,Atlanta
13197,Atlanta
56045,Denver
05047,New Orleans
05123,New Orleans
47181,New Orleans
13175,Atlanta
13081,Atlanta
13003,Atlanta
01007,New Orleans
38011,St Paul
27117,St Paul
29091,Chicago
47115,New Orleans
47095,New Orleans
13247,Atlanta
13015,Atlanta
17169,Chicago
16047,Salt Lake City
29209,Chicago
31061,St Paul
17015,Chicago
47125,New Orleans
47161,New Orleans
13097,Atlanta
13321,Atlanta
16037,Salt Lake City
17005,Chicago
17187,Chicago
17145,Chicago
17065,Chicago
20015,Chicago
18047,Chicago
19173,St Paul
19109,St Paul
13063,Atlanta
13211,Atlanta
17159,Chicago
17079,Chicago
17049,Chicago
20125,Chicago
20039,Chicago
20089,Chicago
18059,Chicago
50019,Boston
13005,Atlanta
13187,Atlanta
18099,Chicago
19133,St Paul
19051,St Paul
19065,St Paul
19015,St Paul
19183,St Paul
19113,St Paul
19039,St Paul
41063,Seattle
41059,Seattle
33003,Boston
33019,Boston
35009,El Paso
19097,St Paul
26073,Detroit
19059,St Paul
19095,St Paul
19135,St Paul
19197,St Paul
20095,Chicago
20113,Chicago
20151,Chicago
41029,Seattle
02230,Seattle
42039,Philadelphia
35015,El Paso
17067,Chicago
16021,Salt Lake City
26125,Detroit
26047,Detroit
17179,Chicago
20045,Chicago
20101,Chicago
20003,Chicago
20073,Chicago
42015,Philadelphia
44001,Boston
45033,Atlanta
25027,Boston
26097,Detroit
16081,Salt Lake City
16057,Salt Lake City
26035,Detroit
19167,St Paul
27033,St Paul
39143,Detroit
22023,New Orleans
26083,Detroit
26159,Detroit
26149,Detroit
16017,Salt Lake City
17085,Chicago
19103,St Paul
27001,St Paul
20007,Chicago
20121,Chicago
22027,New Orleans
22019,New Orleans
24021,Baltimore
26153,Detroit
26009,Detroit
17167,Chicago
16009,Salt Lake City
40109,Dallas
40017,Dallas
25009,Boston
25019,Boston
27063,St Paul
27169,St Paul
27155,St Paul
17133,Chicago
17059,Chicago
40015,Dallas
01011,New Orleans
20147,Chicago
27099,St Paul
28047,New Orleans
17181,Chicago
17193,Chicago
20201,Chicago
20019,Chicago
20119,Chicago
20077,Chicago
20199,Chicago
28045,New Orleans
28153,New Orleans
28039,New Orleans
17101,Chicago
17131,Chicago
17177,Chicago
01027,New Orleans
21145,Chicago
37179,Atlanta
29119,Chicago
29213,Chicago
29011,Chicago
17203,Chicago
20107,Chicago
29051,Chicago
21117,Chicago
37011,Atlanta
37073,Atlanta
29021,Chicago
29165,Chicago
17113,Chicago
17115,Chicago
21037,Chicago
37185,Atlanta
38051,St Paul
39135,Detroit
29147,Chicago
29111,Chicago
29097,Chicago
20091,Chicago
21041,Chicago
39015,Detroit
39105,Detroit
29009,Chicago
29173,Chicago
29129,Chicago
34017,Newark
18171,Chicago
55101,Chicago
18181,Chicago
18017,Chicago
18081,Chicago
39111,Detroit
39029,Detroit
30067,Salt Lake City
30091,Salt Lake City
31105,St Paul
31029,St Paul
17019,Chicago
20173,Chicago
18039,Chicago
18067,Chicago
18013,Chicago
18109,Chicago
18003,Chicago
18169,Chicago
39093,Detroit
39155,Detroit
40003,Dallas
31169,St Paul
31157,St Paul
31027,St Paul
18115,Chicago
18177,Chicago
18135,Chicago
18137,Chicago
18023,Chicago
18133,Chicago
40139,Dallas
40147,Dallas
40085,Dallas
02105,Seattle
31015,St Paul
31025,St Paul
26081,Detroit
17073,Chicago
19185,St Paul
18025,Chicago
18119,Chicago
19033,St Paul
02150,Seattle
40129,Dallas
31165,St Paul
31131,St Paul
32023,Salt Lake City
26155,Detroit
19053,St Paul
19057,St Paul
55137,Chicago
56009,Denver
56027,Denver
05135,New Orleans
21023,Chicago
25007,Boston
25003,Boston
17137,Chicago
05035,New Orleans
39007,Detroit
02068,Seattle
41049,Seattle
05055,New Orleans
08085,Denver
26023,Detroit
34037,Newark
05089,New Orleans
42105,Philadelphia
42085,Philadelphia
51770,Washington
09120,Boston
12011,Miami
12127,Miami
37195,Atlanta
27025,St Paul
27091,St Paul
26001,Detroit
51011,Washington
51173,Washington
13145,Atlanta
13143,Atlanta
13083,Atlanta
37003,Atlanta
37189,Atlanta
28075,New Orleans
28003,New Orleans
28011,New Orleans
51750,Washington
51630,Washington
51157,Washington
51670,Washington
51640,Washington
13275,Atlanta
13259,Atlanta
38063,St Paul
38047,St Paul
39023,Detroit
39041,Detroit
28095,New Orleans
46017,St Paul
55053,Chicago
55015,Chicago
55005,Chicago
55067,Chicago
13065,Atlanta
17151,Chicago
17023,Chicago
39109,Detroit
39159,Detroit
39019,Detroit
47075,New Orleans
47023,New Orleans
26091,Detroit
26151,Detroit
17195,Chicago
18019,Chicago
40083,Dallas
40091,Dallas
47101,New Orleans
47133,New Orleans
26031,Detroit
26069,Detroit
18153,Chicago
18077,Chicago
18127,Chicago
40107,Dallas
40043,Dallas
27157,St Paul
28005,New Orleans
18075,Chicago
18163,Chicago
18155,Chicago
41053,Seattle
42077,Philadelphia
28027,New Orleans
28147,New Orleans
29153,Chicago
26139,Detroit
26093,Detroit
17095,Chicago
42069,Philadelphia
42093,Philadelphia
46087,St Paul
31129,St Paul
31153,St Paul
31049,St Paul
26101,Detroit
19131,St Paul
26161,Detroit
19129,St Paul
46067,St Paul
46033,St Paul
08017,Denver
01037,New Orleans
22009,New Orleans
31177,St Paul
34029,Newark
17011,Chicago
20191,Chicago
72103,Miami
72077,Miami
72054,Miami
01133,New Orleans
24510,Baltimore
38039,St Paul
39149,Detroit
27071,St Paul
20181,Chicago
21083,Chicago
72049,Miami
30079,Salt Lake City
12061,Miami
37041,Atlanta
39075,Detroit
26095,Detroit
27067,St Paul
27121,St Paul
28099,New Orleans
01045,New Orleans
40071,Dallas
12091,Miami
13099,Atlanta
37143,Atlanta
38033,St Paul
38013,St Paul
28009,New Orleans
29085,Chicago
29065,Chicago
31111,St Paul
31081,St Paul
46105,St Paul
21019,Chicago
46043,St Paul
23005,Boston
13101,Atlanta
13239,Atlanta
39087,Detroit
39053,Detroit
39039,Detroit
38095,St Paul
56023,Denver
55131,Chicago
55077,Chicago
37025,Atlanta
13111,Atlanta
13115,Atlanta
02198,Seattle
40025,Dallas
41037,Seattle
02016,Seattle
42083,Philadelphia
54105,Philadelphia
55097,Chicago
55047,Chicago
40123,Dallas
40097,Dallas
27161,St Paul
27101,St Paul
27039,St Paul
27113,St Paul
28085,New Orleans
42115,Philadelphia
46009,St Paul
47109,New Orleans
47027,New Orleans
55107,Chicago
55021,Chicago
40149,Dallas
40131,Dallas
40127,Dallas
28079,New Orleans
28105,New Orleans
28067,New Orleans
28135,New Orleans
05119,New Orleans
55103,Chicago
55135,Chicago
55087,Chicago
40153,Dallas
40069,Dallas
42075,Philadelphia
28115,New Orleans
28123,New Orleans
28159,New Orleans
28043,New Orleans
47175,New Orleans
42021,Philadelphia
42081,Philadelphia
28019,New Orleans
29101,Chicago
29203,Chicago
49027,Salt Lake City
51099,Washington
42065,Philadelphia
42009,Philadelphia
29073,Chicago
29109,Chicago
29079,Chicago
29215,Chicago
51089,Washington
42109,Philadelphia
42131,Philadelphia
29175,Chicago
29117,Chicago
29125,Chicago
29205,Chicago
51077,Washington
53059,Seattle
45011,Atlanta
29057,Chicago
29185,Chicago
29199,Chicago
30107,Salt Lake City
53003,Seattle
53023,Seattle
45081,Atlanta
45023,Atlanta
30017,Salt Lake City
30033,Salt Lake City
30011,Salt Lake City
30109,Salt Lake City
54053,Philadelphia
55079,Chicago
46107,St Paul
46037,St Paul
46035,St Paul
46077,St Paul
46057,St Paul
31089,St Paul
31079,St Paul
31119,St Paul
55063,Chicago
55123,Chicago
38089,St Paul
38093,St Paul
38043,St Paul
46007,St Paul
46019,St Paul
31019,St Paul
31159,St Paul
31001,St Paul
05111,New Orleans
05141,New Orleans
05079,New Orleans
38045,St Paul
39011,Detroit
39045,Detroit
46102,St Paul
47039,New Orleans
21237,Chicago
21153,Chicago
31101,St Paul
31003,St Paul
31141,St Paul
49001,Salt Lake City
51121,Washington
39151,Detroit
39071,Detroit
39063,Detroit
21223,Chicago
21103,Chicago
22045,New Orleans
22073,New Orleans
31143,St Paul
31173,St Paul
31085,St Paul
51683,Washington
51049,Washington
51540,Washington
39069,Detroit
39083,Detroit
39101,Detroit
39117,Detroit
39055,Detroit
22121,New Orleans
23011,Boston
35006,El Paso
35041,El Paso
35059,El Paso
51036,Washington
51045,Washington
51595,Washington
51600,Washington
51678,Washington
39097,Detroit
39005,Detroit
39031,Detroit
39047,Detroit
26123,Detroit
26107,Detroit
26057,Detroit
26037,Detroit
51580,Washington
51720,Washington
54049,Philadelphia
40103,Dallas
40055,Dallas
26133,Detroit
26039,Detroit
27037,St Paul
37181,Atlanta
37157,Atlanta
38001,St Paul
38075,St Paul
54101,Philadelphia
54079,Philadelphia
40051,Dallas
27111,St Paul
27109,St Paul
27085,St Paul
27095,St Paul
39025,Detroit
39037,Detroit
40053,Dallas
19025,St Paul
47111,New Orleans
27153,St Paul
27009,St Paul
46047,St Paul
01123,New Orleans
18021,Chicago
46061,St Paul
46045,St Paul
21057,Chicago
26111,Detroit
12051,Miami
13297,Atlanta
13263,Atlanta
13277,Atlanta
47047,New Orleans
37005,Atlanta
38021,St Paul
27123,St Paul
27079,St Paul
16019,Salt Lake City
16051,Salt Lake City
17051,Chicago
51071,Washington
51710,Washington
29105,Chicago
50013,Boston
28073,New Orleans
05065,New Orleans
08025,Denver
17147,Chicago
17103,Chicago
17171,Chicago
55105,Chicago
56021,Denver
42119,Philadelphia
53001,Seattle
55139,Chicago
55019,Chicago
13159,Atlanta
17165,Chicago
18031,Chicago
19011,St Paul
17009,Chicago
18097,Chicago
42047,Philadelphia
26085,Detroit
28017,New Orleans
29131,Chicago
01017,New Orleans
17007,Chicago
18091,Chicago
29115,Chicago
29103,Chicago
31023,St Paul
31163,St Paul
37105,Atlanta
29135,Chicago
30065,Salt Lake City
31125,St Paul
19191,St Paul
20103,Chicago
05087,New Orleans
08119,Denver
13223,Atlanta
37107,Atlanta
35053,El Paso
37135,Atlanta
01057,New Orleans
26019,Detroit
13193,Atlanta
16001,Salt Lake City
37061,Atlanta
38073,St Paul
38027,St Paul
38029,St Paul
40021,Dallas
27049,St Paul
29181,Chicago
31031,St Paul
17055,Chicago
32027,Salt Lake City
35027,El Paso
47015,New Orleans
42107,Philadelphia
46029,St Paul
47083,New Orleans
34039,Newark
39085,Detroit
37037,Atlanta
38025,St Paul
53043,Seattle
55081,Chicago
02164,Seattle
40059,Dallas
47069,New Orleans
53039,Seattle
39103,Detroit
39091,Detroit
39175,Detroit
69120,San Francisco
72067,Miami
39107,Detroit
40009,Dallas
42007,Philadelphia
27081,St Paul
39129,Detroit
39121,Detroit
40039,Dallas
39057,Detroit
39127,Detroit
40121,Dallas
72123,Miami
72087,Miami
28023,New Orleans
29149,Chicago
29005,Chicago
31095,St Paul
56025,Denver
69085,San Francisco
72059,Miami
18101,Chicago
40119,Dallas
40011,Dallas
40005,Dallas
46115,St Paul
72057,Miami
12085,Miami
32005,Salt Lake City
17089,Chicago
21207,Chicago
27151,St Paul
29229,Chicago
31151,St Paul
46059,St Paul
46025,St Paul
46097,St Paul
46021,St Paul
13053,Atlanta
17033,Chicago
18141,Chicago
17107,Chicago
29059,Chicago
31063,St Paul
51775,Washington
18087,Chicago
22003,New Orleans
23019,Boston
26045,Detroit
05033,New Orleans
19193,St Paul
01125,New Orleans
31145,St Paul
31033,St Paul
26059,Detroit
19157,St Paul
26087,Detroit
26077,Detroit
26165,Detroit
27005,St Paul
08021,Denver
29155,Chicago
51700,Washington
16011,Salt Lake City
17087,Chicago
17123,Chicago
35019,El Paso
28097,New Orleans
37077,Atlanta
40151,Dallas
51550,Washington
51510,Washington
53051,Seattle
56041,Denver
17141,Chicago
18063,Chicago
18159,Chicago
18049,Chicago
28127,New Orleans
28117,New Orleans
28107,New Orleans
42073,Philadelphia
29186,Chicago
29510,Chicago
55031,Chicago
05071,New Orleans
18033,Chicago
19151,St Paul
19169,St Paul
19013,St Paul
19123,St Paul
28037,New Orleans
28063,New Orleans
31087,St Paul
31107,St Paul
31043,St Paul
55049,Chicago
72099,Miami
19181,St Paul
19087,St Paul
19027,St Paul
19121,St Paul
19035,St Paul
29141,Chicago
30021,Salt Lake City
30025,Salt Lake City
31127,St Paul
33011,Boston
72119,Miami
72107,Miami
20155,Chicago
20109,Chicago
20133,Chicago
20079,Chicago
20001,Chicago
31053,St Paul
31021,St Paul
17183,Chicago
17091,Chicago
20021,Chicago
72075,Miami
72069,Miami
20153,Chicago
21009,Chicago
31041,St Paul
31045,St Paul
31183,St Paul
31117,St Paul
20037,Chicago
18165,Chicago
20029,Chicago
72061,Miami
72145,Miami
21143,Chicago
21173,Chicago
51021,Washington
51197,Washington
31067,St Paul
17121,Chicago
19071,St Paul
72021,Miami
72083,Miami
21105,Chicago
22007,New Orleans
51079,Washington
19155,St Paul
19043,St Paul
72105,Miami
72053,Miami
22061,New Orleans
22093,New Orleans
26143,Detroit
27029,St Paul
51760,Washington
51135,Washington
17037,Chicago
27105,St Paul
17199,Chicago
17053,Chicago
72081,Miami
72033,Miami
72117,Miami
27057,St Paul
27141,St Paul
51570,Washington
55027,Chicago
55017,Chicago
21053,Chicago
01127,New Orleans
72073,Miami
08051,Denver
08039,Denver
27007,St Paul
28145,New Orleans
28035,New Orleans
28031,New Orleans
55041,Chicago
55033,Chicago
40033,Dallas
13069,Atlanta
28061,New Orleans
29047,Chicago
29225,Chicago
29075,Chicago
01081,New Orleans
08045,Denver
09150,Boston
55115,Chicago
18157,Chicago
19171,St Paul
13035,Atlanta
13117,Atlanta
29043,Chicago
29003,Chicago
12063,Miami
17077,Chicago
19023,St Paul
19067,St Paul
19105,St Paul
20085,Chicago
20081,Chicago
20195,Chicago
13255,Atlanta
13043,Atlanta
29219,Chicago
29053,Chicago
29093,Chicago
17001,Chicago
30111,Salt Lake City
20033,Chicago
21113,Chicago
21191,Chicago
13155,Atlanta
13287,Atlanta
30095,Salt Lake City
30103,Salt Lake City
30101,Salt Lake City
19005,St Paul
21213,Chicago
55025,Chicago
21221,Chicago
47139,New Orleans
47137,New Orleans
13109,Atlanta
13007,Atlanta
15005,San Francisco
31035,St Paul
31167,St Paul
31017,St Paul
32021,Salt Lake City
39017,Detroit
27055,St Paul
16063,Salt Lake City
19075,St Paul
19141,St Paul
20135,Chicago
28111,New Orleans
29137,Chicago
29107,Chicago
31039,St Paul
20023,Chicago
29001,Chicago
31137,St Paul
47099,New Orleans
31147,St Paul
17069,Chicago
39033,Detroit
40081,Dallas
46129,St Paul
42037,Philadelphia
46015,St Paul
27019,St Paul
28091,New Orleans
28025,New Orleans
29035,Chicago
31013,St Paul
19007,St Paul
21075,Chicago
20169,Chicago
51520,Washington
40007,Dallas
50011,Boston
54051,Philadelphia
55013,Chicago
16053,Salt Lake City
51820,Washington
55069,Chicago
01029,New Orleans
16045,Salt Lake City
37067,Atlanta
12109,Miami
40073,Dallas
26113,Detroit
35031,El Paso
40037,Dallas
37069,Atlanta
39141,Detroit
46051,St Paul
27045,St Paul
29127,Chicago
46003,St Paul
18111,Chicago
26005,Detroit
47073,New Orleans
51081,Washington
08097,Denver
37097,Atlanta
42013,Philadelphia
20189,Chicago
20071,Chicago
56011,Denver
18079,Chicago
40093,Dallas
72079,Miami
13257,Atlanta
23009,Boston
26065,Detroit
40031,Dallas
18005,Chicago
47171,New Orleans
53077,Seattle
72121,Miami
08041,Denver
42121,Philadelphia
46027,St Paul
39137,Detroit
08073,Denver
19137,St Paul
20047,Chicago
26129,Detroit
35023,El Paso
19115,St Paul
13293,Atlanta
28071,New Orleans
29211,Chicago
31139,St Paul
31109,St Paul
31175,St Paul
37187,Atlanta
21015,Chicago
31133,St Paul
39009,Detroit
72065,Miami
72149,Miami
72091,Miami
17083,Chicago
17081,Chicago
17041,Chicago
41009,Seattle
53069,Seattle
50023,Boston
51610,Washington
41011,Seattle
46109,St Paul
72027,Miami
12035,Miami
13147,Atlanta
20183,Chicago
18037,Chicago
19127,St Paul
20127,Chicago
20185,Chicago
55073,Chicago
01067,New Orleans
17173,Chicago
50025,Boston
08105,Denver
05143,New Orleans
08061,Denver
35001,El Paso
46013,St Paul
47011,New Orleans
16075,Salt Lake City
29177,Chicago
01031,New Orleans
22109,New Orleans
19153,St Paul
39113,Detroit
37071,Atlanta
38079,St Paul
08087,Denver
12043,Miami
47129,New Orleans
39145,Detroit
29045,Chicago
38019,St Paul
49009,Salt Lake City
51013,Washington
39051,Detroit
40045,Dallas
02063,Seattle
13095,Atlanta
13059,Atlanta
42001,Philadelphia
27115,St Paul
55117,Chicago
13017,Atlanta
02060,Seattle
26131,Detroit
13037,Atlanta
33001,Boston
49039,Salt Lake City
13225,Atlanta
17061,Chicago
19079,St Paul
27135,St Paul
28141,New Orleans
29227,Chicago
31057,St Paul
39157,Detroit
39125,Detroit
40061,Dallas
54091,Philadelphia
72135,Miami
72089,Miami
19179,St Paul
20115,Chicago
20163,Chicago
21169,Chicago
18173,Chicago
17143,Chicago
19187,St Paul
20207,Chicago
20053,Chicago
21035,Chicago
13093,Atlanta
16067,Salt Lake City
20063,Chicago
22095,New Orleans
27165,St Paul
28065,New Orleans
29025,Chicago
19061,St Paul
20157,Chicago
21219,Chicago
47051,New Orleans
50003,Boston
29221,Chicago
31121,St Paul
31099,St Paul
31097,St Paul
31011,St Paul
21047,Chicago
18093,Chicago
18179,Chicago
19041,St Paul
55059,Chicago
55095,Chicago
55129,Chicago
17111,Chicago
20035,Chicago
18009,Chicago
39079,Detroit
42057,Philadelphia
45001,Atlanta
20143,Chicago
20027,Chicago
21081,Chicago
53021,Seattle
55085,Chicago
05043,New Orleans
08079,Denver
17029,Chicago
47089,New Orleans
20177,Chicago
56001,Denver
13207,Atlanta
46119,St Paul
72129,Miami
72011,Miami
47177,New Orleans
47169,New Orleans
22069,New Orleans
27131,St Paul
01053,New Orleans
72085,Miami
04011,Phoenix
38041,St Paul
04023,Phoenix
13055,Atlanta
17075,Chicago
20009,Chicago
49031,Salt Lake City
55039,Chicago
05049,New Orleans
35013,El Paso
37033,Atlanta
39169,Detroit
39133,Detroit
40047,Dallas
18143,Chicago
56017,Denver
72019,Miami
40105,Dallas
44003,Boston
28041,New Orleans
42011,Philadelphia
46005,St Paul
27159,St Paul
01079,New Orleans
72013,Miami
72095,Miami
31161,St Paul
17119,Chicago
28155,New Orleans
29161,Chicago
29007,Chicago
09001,Boston
09003,Boston
09005,Boston
09007,Boston
09009,Boston
09011,Boston
09013,Boston
09015,Boston
